"UNIQUE_CARRIER","UNIQUE_CARRIER_NAME","ORIGIN_AIRPORT_ID","ORIGIN","ORIGIN_STATE_ABR","DEST_AIRPORT_ID","DEST","DEST_STATE_ABR","MONTH",
"UA","United Air Lines Inc.",11775,"FSD","SD",13930,"ORD","IL",11,
"UA","United Air Lines Inc.",11775,"FSD","SD",14107,"PHX","AZ",11,
"UA","United Air Lines Inc.",11775,"FSD","SD",14307,"PVD","RI",11,
"UA","United Air Lines Inc.",11775,"FSD","SD",14457,"RAP","SD",11,
"UA","United Air Lines Inc.",11775,"FSD","SD",14771,"SFO","CA",11,
"UA","United Air Lines Inc.",11884,"GEG","WA",11292,"DEN","CO",11,
"UA","United Air Lines Inc.",11884,"GEG","WA",12953,"LGA","NY",11,
"UA","United Air Lines Inc.",11884,"GEG","WA",13476,"MRY","CA",11,
"UA","United Air Lines Inc.",11884,"GEG","WA",13495,"MSY","LA",11,
"UA","United Air Lines Inc.",11884,"GEG","WA",13796,"OAK","CA",11,
"UA","United Air Lines Inc.",11884,"GEG","WA",13930,"ORD","IL",11,
"UA","United Air Lines Inc.",11884,"GEG","WA",14771,"SFO","CA",11,
"UA","United Air Lines Inc.",11986,"GRR","MI",10721,"BOS","MA",11,
"UA","United Air Lines Inc.",11986,"GRR","MI",11193,"CVG","KY",11,
"UA","United Air Lines Inc.",11986,"GRR","MI",12191,"HOU","TX",11,
"UA","United Air Lines Inc.",11986,"GRR","MI",13303,"MIA","FL",11,
"UA","United Air Lines Inc.",11986,"GRR","MI",13930,"ORD","IL",11,
"UA","United Air Lines Inc.",11986,"GRR","MI",15016,"STL","MO",11,
"UA","United Air Lines Inc.",11995,"GSO","NC",10713,"BOI","ID",11,
"UA","United Air Lines Inc.",11995,"GSO","NC",13930,"ORD","IL",11,
"UA","United Air Lines Inc.",11995,"GSO","NC",14107,"PHX","AZ",11,
"UA","United Air Lines Inc.",12003,"GTF","MT",10140,"ABQ","NM",11,
"UA","United Air Lines Inc.",12003,"GTF","MT",10620,"BIL","MT",11,
"UA","United Air Lines Inc.",12003,"GTF","MT",11292,"DEN","CO",11,
"UA","United Air Lines Inc.",12003,"GTF","MT",12191,"HOU","TX",11,
"UA","United Air Lines Inc.",12173,"HNL","HI",11292,"DEN","CO",11,
"UA","United Air Lines Inc.",12173,"HNL","HI",12758,"KOA","HI",11,
"UA","United Air Lines Inc.",12173,"HNL","HI",12892,"LAX","CA",11,
"UA","United Air Lines Inc.",12173,"HNL","HI",12982,"LIH","HI",11,
"UA","United Air Lines Inc.",12173,"HNL","HI",13830,"OGG","HI",11,
"UA","United Air Lines Inc.",12173,"HNL","HI",13930,"ORD","IL",11,
"UA","United Air Lines Inc.",12173,"HNL","HI",14057,"PDX","OR",11,
"UA","United Air Lines Inc.",12173,"HNL","HI",14747,"SEA","WA",11,
"UA","United Air Lines Inc.",12173,"HNL","HI",14771,"SFO","CA",11,
"UA","United Air Lines Inc.",12191,"HOU","TX",10713,"BOI","ID",11,
"UA","United Air Lines Inc.",12191,"HOU","TX",11193,"CVG","KY",11,
"UA","United Air Lines Inc.",12191,"HOU","TX",11292,"DEN","CO",11,
"UA","United Air Lines Inc.",12191,"HOU","TX",11995,"GSO","NC",11,
"UA","United Air Lines Inc.",12191,"HOU","TX",12339,"IND","IN",11,
"UA","United Air Lines Inc.",12191,"HOU","TX",13198,"MCI","MO",11,
"UA","United Air Lines Inc.",12191,"HOU","TX",13930,"ORD","IL",11,
"UA","United Air Lines Inc.",12197,"HPN","NY",11109,"COS","CO",11,
"UA","United Air Lines Inc.",12197,"HPN","NY",12264,"IAD","VA",11,
"UA","United Air Lines Inc.",12197,"HPN","NY",12992,"LIT","AR",11,
"UA","United Air Lines Inc.",12197,"HPN","NY",13244,"MEM","TN",11,
"UA","United Air Lines Inc.",12197,"HPN","NY",13303,"MIA","FL",11,
"UA","United Air Lines Inc.",12197,"HPN","NY",13930,"ORD","IL",11,
"UA","United Air Lines Inc.",12197,"HPN","NY",14685,"SAV","GA",11,
"UA","United Air Lines Inc.",12197,"HPN","NY",14908,"SNA","CA",11,
"UA","United Air Lines Inc.",12217,"HSV","AL",10599,"BHM","AL",11,
"UA","United Air Lines Inc.",12217,"HSV","AL",12191,"HOU","TX",11,
"UA","United Air Lines Inc.",12217,"HSV","AL",13930,"ORD","IL",11,
"UA","United Air Lines Inc.",12264,"IAD","VA",10397,"ATL","GA",11,
"UA","United Air Lines Inc.",12264,"IAD","VA",10529,"BDL","CT",11,
"UA","United Air Lines Inc.",12264,"IAD","VA",10721,"BOS","MA",11,
"UA","United Air Lines Inc.",12264,"IAD","VA",10785,"BTV","VT",11,
"UA","United Air Lines Inc.",12264,"IAD","VA",10792,"BUF","NY",11,
"UA","United Air Lines Inc.",12264,"IAD","VA",10994,"CHS","SC",11,
"UA","United Air Lines Inc.",12264,"IAD","VA",11042,"CLE","OH",11,
"UA","United Air Lines Inc.",12264,"IAD","VA",11292,"DEN","CO",11,
"UA","United Air Lines Inc.",12264,"IAD","VA",11298,"DFW","TX",11,
"UA","United Air Lines Inc.",12264,"IAD","VA",11433,"DTW","MI",11,
"UA","United Air Lines Inc.",12264,"IAD","VA",11618,"EWR","NJ",11,
"UA","United Air Lines Inc.",12264,"IAD","VA",11697,"FLL","FL",11,
"UA","United Air Lines Inc.",12264,"IAD","VA",12173,"HNL","HI",11,
"UA","United Air Lines Inc.",12264,"IAD","VA",12197,"HPN","NY",11,
"UA","United Air Lines Inc.",12264,"IAD","VA",12264,"IAD","VA",11,
"UA","United Air Lines Inc.",12264,"IAD","VA",12266,"IAH","TX",11,
"UA","United Air Lines Inc.",12264,"IAD","VA",12339,"IND","IN",11,
"UA","United Air Lines Inc.",12264,"IAD","VA",12451,"JAX","FL",11,
"UA","United Air Lines Inc.",12264,"IAD","VA",12478,"JFK","NY",11,
"UA","United Air Lines Inc.",12264,"IAD","VA",12758,"KOA","HI",11,
"UA","United Air Lines Inc.",12264,"IAD","VA",12892,"LAX","CA",11,
"UA","United Air Lines Inc.",12264,"IAD","VA",12953,"LGA","NY",11,
"UA","United Air Lines Inc.",12264,"IAD","VA",13204,"MCO","FL",11,
"UA","United Air Lines Inc.",12264,"IAD","VA",13296,"MHT","NH",11,
"UA","United Air Lines Inc.",12264,"IAD","VA",13303,"MIA","FL",11,
"UA","United Air Lines Inc.",12264,"IAD","VA",13495,"MSY","LA",11,
"UA","United Air Lines Inc.",12264,"IAD","VA",13930,"ORD","IL",11,
"UA","United Air Lines Inc.",12264,"IAD","VA",13931,"ORF","VA",11,
"UA","United Air Lines Inc.",12264,"IAD","VA",14027,"PBI","FL",11,
"UA","United Air Lines Inc.",12264,"IAD","VA",14100,"PHL","PA",11,
"UA","United Air Lines Inc.",12264,"IAD","VA",14107,"PHX","AZ",11,
"UA","United Air Lines Inc.",12264,"IAD","VA",14307,"PVD","RI",11,
"UA","United Air Lines Inc.",12264,"IAD","VA",14321,"PWM","ME",11,
"UA","United Air Lines Inc.",12264,"IAD","VA",14576,"ROC","NY",11,
"UA","United Air Lines Inc.",12264,"IAD","VA",14679,"SAN","CA",11,
"UA","United Air Lines Inc.",12264,"IAD","VA",14685,"SAV","GA",11,
"UA","United Air Lines Inc.",12264,"IAD","VA",14747,"SEA","WA",11,
"UA","United Air Lines Inc.",12264,"IAD","VA",14771,"SFO","CA",11,
"UA","United Air Lines Inc.",12264,"IAD","VA",14986,"SRQ","FL",11,
"UA","United Air Lines Inc.",12264,"IAD","VA",15304,"TPA","FL",11,
"UA","United Air Lines Inc.",12264,"IAD","VA",15370,"TUL","OK",11,
"UA","United Air Lines Inc.",12266,"IAH","TX",10821,"BWI","MD",11,
"UA","United Air Lines Inc.",12266,"IAH","TX",11267,"DAY","OH",11,
"UA","United Air Lines Inc.",12266,"IAH","TX",11292,"DEN","CO",11,
"UA","United Air Lines Inc.",12266,"IAH","TX",11298,"DFW","TX",11,
"UA","United Air Lines Inc.",12266,"IAH","TX",11603,"EUG","OR",11,
"UA","United Air Lines Inc.",12266,"IAH","TX",12264,"IAD","VA",11,
"UA","United Air Lines Inc.",12266,"IAH","TX",12339,"IND","IN",11,
"UA","United Air Lines Inc.",12266,"IAH","TX",13930,"ORD","IL",11,
"UA","United Air Lines Inc.",12266,"IAH","TX",14570,"RNO","NV",11,
"UA","United Air Lines Inc.",12266,"IAH","TX",14771,"SFO","CA",11,
"UA","United Air Lines Inc.",12278,"ICT","KS",11193,"CVG","KY",11,
"UA","United Air Lines Inc.",12278,"ICT","KS",11267,"DAY","OH",11,
"UA","United Air Lines Inc.",12278,"ICT","KS",11292,"DEN","CO",11,
"UA","United Air Lines Inc.",12278,"ICT","KS",12339,"IND","IN",11,
"UA","United Air Lines Inc.",12278,"ICT","KS",13204,"MCO","FL",11,
"UA","United Air Lines Inc.",12278,"ICT","KS",13930,"ORD","IL",11,
"UA","United Air Lines Inc.",12278,"ICT","KS",14492,"RDU","NC",11,
"UA","United Air Lines Inc.",12278,"ICT","KS",14635,"RSW","FL",11,
"UA","United Air Lines Inc.",12278,"ICT","KS",14689,"SBA","CA",11,
"UA","United Air Lines Inc.",12278,"ICT","KS",15370,"TUL","OK",11,
"UA","United Air Lines Inc.",12278,"ICT","KS",15412,"TYS","TN",11,
"UA","United Air Lines Inc.",12339,"IND","IN",11292,"DEN","CO",11,
"UA","United Air Lines Inc.",12339,"IND","IN",11618,"EWR","NJ",11,
"UA","United Air Lines Inc.",12339,"IND","IN",12266,"IAH","TX",11,
"UA","United Air Lines Inc.",12339,"IND","IN",12953,"LGA","NY",11,
"UA","United Air Lines Inc.",12339,"IND","IN",13487,"MSP","MN",11,
"UA","United Air Lines Inc.",12339,"IND","IN",13930,"ORD","IL",11,
"UA","United Air Lines Inc.",12339,"IND","IN",14771,"SFO","CA",11,
"UA","United Air Lines Inc.",12339,"IND","IN",14831,"SJC","CA",11,
"UA","United Air Lines Inc.",12339,"IND","IN",15016,"STL","MO",11,
"UA","United Air Lines Inc.",12339,"IND","IN",15304,"TPA","FL",11,
"UA","United Air Lines Inc.",12451,"JAX","FL",11042,"CLE","OH",11,
"UA","United Air Lines Inc.",12451,"JAX","FL",12264,"IAD","VA",11,
"UA","United Air Lines Inc.",12451,"JAX","FL",13487,"MSP","MN",11,
"UA","United Air Lines Inc.",12451,"JAX","FL",13930,"ORD","IL",11,
"UA","United Air Lines Inc.",14057,"PDX","OR",10140,"ABQ","NM",10,
"UA","United Air Lines Inc.",14057,"PDX","OR",10721,"BOS","MA",10,
"UA","United Air Lines Inc.",14057,"PDX","OR",10800,"BUR","CA",10,
"UA","United Air Lines Inc.",14057,"PDX","OR",10821,"BWI","MD",10,
"UA","United Air Lines Inc.",14057,"PDX","OR",11042,"CLE","OH",10,
"UA","United Air Lines Inc.",14057,"PDX","OR",11292,"DEN","CO",10,
"UA","United Air Lines Inc.",14057,"PDX","OR",11433,"DTW","MI",10,
"UA","United Air Lines Inc.",14057,"PDX","OR",11618,"EWR","NJ",10,
"UA","United Air Lines Inc.",14057,"PDX","OR",12173,"HNL","HI",10,
"UA","United Air Lines Inc.",14057,"PDX","OR",12892,"LAX","CA",10,
"UA","United Air Lines Inc.",14057,"PDX","OR",12953,"LGA","NY",10,
"UA","United Air Lines Inc.",14057,"PDX","OR",12954,"LGB","CA",10,
"UA","United Air Lines Inc.",14057,"PDX","OR",13204,"MCO","FL",10,
"UA","United Air Lines Inc.",14057,"PDX","OR",13796,"OAK","CA",10,
"UA","United Air Lines Inc.",14057,"PDX","OR",13891,"ONT","CA",10,
"UA","United Air Lines Inc.",14057,"PDX","OR",13930,"ORD","IL",10,
"UA","United Air Lines Inc.",14057,"PDX","OR",13931,"ORF","VA",10,
"UA","United Air Lines Inc.",14057,"PDX","OR",14107,"PHX","AZ",10,
"UA","United Air Lines Inc.",14057,"PDX","OR",14635,"RSW","FL",10,
"UA","United Air Lines Inc.",14057,"PDX","OR",14679,"SAN","CA",10,
"UA","United Air Lines Inc.",14057,"PDX","OR",14747,"SEA","WA",10,
"UA","United Air Lines Inc.",14057,"PDX","OR",14771,"SFO","CA",10,
"UA","United Air Lines Inc.",14057,"PDX","OR",14869,"SLC","UT",10,
"UA","United Air Lines Inc.",14057,"PDX","OR",14893,"SMF","CA",10,
"UA","United Air Lines Inc.",14100,"PHL","PA",10135,"ABE","PA",10,
"UA","United Air Lines Inc.",14100,"PHL","PA",10721,"BOS","MA",10,
"UA","United Air Lines Inc.",14100,"PHL","PA",11292,"DEN","CO",10,
"UA","United Air Lines Inc.",14100,"PHL","PA",11298,"DFW","TX",10,
"UA","United Air Lines Inc.",14100,"PHL","PA",11433,"DTW","MI",10,
"UA","United Air Lines Inc.",14100,"PHL","PA",12173,"HNL","HI",10,
"UA","United Air Lines Inc.",14100,"PHL","PA",12264,"IAD","VA",10,
"UA","United Air Lines Inc.",14100,"PHL","PA",12339,"IND","IN",10,
"UA","United Air Lines Inc.",14100,"PHL","PA",12478,"JFK","NY",10,
"UA","United Air Lines Inc.",14100,"PHL","PA",12889,"LAS","NV",10,
"UA","United Air Lines Inc.",14100,"PHL","PA",12892,"LAX","CA",10,
"UA","United Air Lines Inc.",14100,"PHL","PA",13342,"MKE","WI",10,
"UA","United Air Lines Inc.",14100,"PHL","PA",13487,"MSP","MN",10,
"UA","United Air Lines Inc.",14100,"PHL","PA",13495,"MSY","LA",10,
"UA","United Air Lines Inc.",14100,"PHL","PA",13796,"OAK","CA",10,
"UA","United Air Lines Inc.",14100,"PHL","PA",13930,"ORD","IL",10,
"UA","United Air Lines Inc.",14100,"PHL","PA",14307,"PVD","RI",10,
"UA","United Air Lines Inc.",14100,"PHL","PA",14747,"SEA","WA",10,
"UA","United Air Lines Inc.",14100,"PHL","PA",14771,"SFO","CA",10,
"UA","United Air Lines Inc.",14100,"PHL","PA",14986,"SRQ","FL",10,
"UA","United Air Lines Inc.",14100,"PHL","PA",15304,"TPA","FL",10,
"UA","United Air Lines Inc.",14100,"PHL","PA",15370,"TUL","OK",10,
"UA","United Air Lines Inc.",14107,"PHX","AZ",10581,"BGR","ME",10,
"UA","United Air Lines Inc.",14107,"PHX","AZ",10713,"BOI","ID",10,
"UA","United Air Lines Inc.",14107,"PHX","AZ",10721,"BOS","MA",10,
"UA","United Air Lines Inc.",14107,"PHX","AZ",10821,"BWI","MD",10,
"UA","United Air Lines Inc.",14107,"PHX","AZ",11292,"DEN","CO",10,
"UA","United Air Lines Inc.",14107,"PHX","AZ",11433,"DTW","MI",10,
"UA","United Air Lines Inc.",14107,"PHX","AZ",11618,"EWR","NJ",10,
"UA","United Air Lines Inc.",14107,"PHX","AZ",11637,"FAR","ND",10,
"UA","United Air Lines Inc.",14107,"PHX","AZ",11775,"FSD","SD",10,
"UA","United Air Lines Inc.",14107,"PHX","AZ",11884,"GEG","WA",10,
"UA","United Air Lines Inc.",14107,"PHX","AZ",12264,"IAD","VA",10,
"UA","United Air Lines Inc.",14107,"PHX","AZ",12892,"LAX","CA",10,
"UA","United Air Lines Inc.",14107,"PHX","AZ",13204,"MCO","FL",10,
"UA","United Air Lines Inc.",14107,"PHX","AZ",13264,"MFR","OR",10,
"UA","United Air Lines Inc.",14107,"PHX","AZ",13296,"MHT","NH",10,
"UA","United Air Lines Inc.",14107,"PHX","AZ",13871,"OMA","NE",10,
"UA","United Air Lines Inc.",14107,"PHX","AZ",13891,"ONT","CA",10,
"UA","United Air Lines Inc.",14107,"PHX","AZ",13930,"ORD","IL",10,
"UA","United Air Lines Inc.",14107,"PHX","AZ",14307,"PVD","RI",10,
"UA","United Air Lines Inc.",14107,"PHX","AZ",14771,"SFO","CA",10,
"UA","United Air Lines Inc.",14108,"PIA","IL",10713,"BOI","ID",10,
"UA","United Air Lines Inc.",14108,"PIA","IL",10800,"BUR","CA",10,
"UA","United Air Lines Inc.",14108,"PIA","IL",11292,"DEN","CO",10,
"UA","United Air Lines Inc.",14108,"PIA","IL",13367,"MLI","IL",10,
"UA","United Air Lines Inc.",14108,"PIA","IL",13796,"OAK","CA",10,
"UA","United Air Lines Inc.",14108,"PIA","IL",13930,"ORD","IL",10,
"UA","United Air Lines Inc.",14108,"PIA","IL",14107,"PHX","AZ",10,
"UA","United Air Lines Inc.",14108,"PIA","IL",14771,"SFO","CA",10,
"UA","United Air Lines Inc.",14122,"PIT","PA",11003,"CID","IA",10,
"UA","United Air Lines Inc.",14122,"PIT","PA",11618,"EWR","NJ",10,
"UA","United Air Lines Inc.",14122,"PIT","PA",12264,"IAD","VA",10,
"UA","United Air Lines Inc.",14122,"PIT","PA",13230,"MDT","PA",10,
"UA","United Air Lines Inc.",14122,"PIT","PA",13232,"MDW","IL",10,
"UA","United Air Lines Inc.",14122,"PIT","PA",13495,"MSY","LA",10,
"UA","United Air Lines Inc.",14122,"PIT","PA",13891,"ONT","CA",10,
"UA","United Air Lines Inc.",14122,"PIT","PA",13930,"ORD","IL",10,
"UA","United Air Lines Inc.",14122,"PIT","PA",14831,"SJC","CA",10,
"UA","United Air Lines Inc.",14122,"PIT","PA",14869,"SLC","UT",10,
"UA","United Air Lines Inc.",14122,"PIT","PA",15048,"SUX","IA",10,
"UA","United Air Lines Inc.",14262,"PSP","CA",11292,"DEN","CO",10,
"UA","United Air Lines Inc.",14262,"PSP","CA",13367,"MLI","IL",10,
"UA","United Air Lines Inc.",14262,"PSP","CA",14108,"PIA","IL",10,
"UA","United Air Lines Inc.",14262,"PSP","CA",14683,"SAT","TX",10,
"UA","United Air Lines Inc.",14307,"PVD","RI",10713,"BOI","ID",10,
"UA","United Air Lines Inc.",14307,"PVD","RI",10994,"CHS","SC",10,
"UA","United Air Lines Inc.",14307,"PVD","RI",11003,"CID","IA",10,
"UA","United Air Lines Inc.",14307,"PVD","RI",11109,"COS","CO",10,
"UA","United Air Lines Inc.",14307,"PVD","RI",11433,"DTW","MI",10,
"UA","United Air Lines Inc.",14307,"PVD","RI",12264,"IAD","VA",10,
"UA","United Air Lines Inc.",14307,"PVD","RI",12451,"JAX","FL",10,
"UA","United Air Lines Inc.",14307,"PVD","RI",13204,"MCO","FL",10,
"UA","United Air Lines Inc.",14307,"PVD","RI",13485,"MSN","WI",10,
"UA","United Air Lines Inc.",14307,"PVD","RI",13495,"MSY","LA",10,
"UA","United Air Lines Inc.",14307,"PVD","RI",13930,"ORD","IL",10,
"UA","United Air Lines Inc.",14307,"PVD","RI",13931,"ORF","VA",10,
"UA","United Air Lines Inc.",14307,"PVD","RI",14027,"PBI","FL",10,
"UA","United Air Lines Inc.",14307,"PVD","RI",14685,"SAV","GA",10,
"UA","United Air Lines Inc.",14307,"PVD","RI",14831,"SJC","CA",10,
"UA","United Air Lines Inc.",14307,"PVD","RI",15048,"SUX","IA",10,
"UA","United Air Lines Inc.",14307,"PVD","RI",15370,"TUL","OK",10,
"UA","United Air Lines Inc.",14321,"PWM","ME",11298,"DFW","TX",10,
"UA","United Air Lines Inc.",14321,"PWM","ME",11433,"DTW","MI",10,
"UA","United Air Lines Inc.",14321,"PWM","ME",11697,"FLL","FL",10,
"UA","United Air Lines Inc.",14321,"PWM","ME",11986,"GRR","MI",10,
"UA","United Air Lines Inc.",14321,"PWM","ME",12264,"IAD","VA",10,
"UA","United Air Lines Inc.",14321,"PWM","ME",12992,"LIT","AR",10,
"UA","United Air Lines Inc.",14321,"PWM","ME",13244,"MEM","TN",10,
"UA","United Air Lines Inc.",14321,"PWM","ME",13303,"MIA","FL",10,
"UA","United Air Lines Inc.",14321,"PWM","ME",13930,"ORD","IL",10,
"UA","United Air Lines Inc.",14321,"PWM","ME",13931,"ORF","VA",10,
"UA","United Air Lines Inc.",14321,"PWM","ME",14122,"PIT","PA",10,
"UA","United Air Lines Inc.",14457,"RAP","SD",11066,"CMH","OH",10,
"UA","United Air Lines Inc.",14457,"RAP","SD",11775,"FSD","SD",10,
"UA","United Air Lines Inc.",14457,"RAP","SD",12197,"HPN","NY",10,
"UA","United Air Lines Inc.",14457,"RAP","SD",13342,"MKE","WI",10,
"UA","United Air Lines Inc.",14457,"RAP","SD",13930,"ORD","IL",10,
"UA","United Air Lines Inc.",14457,"RAP","SD",14307,"PVD","RI",10,
"UA","United Air Lines Inc.",14492,"RDU","NC",11298,"DFW","TX",10,
"UA","United Air Lines Inc.",14492,"RDU","NC",11884,"GEG","WA",10,
"UA","United Air Lines Inc.",14492,"RDU","NC",12892,"LAX","CA",10,
"UA","United Air Lines Inc.",14492,"RDU","NC",13485,"MSN","WI",10,
"UA","United Air Lines Inc.",14492,"RDU","NC",13930,"ORD","IL",10,
"UA","United Air Lines Inc.",14524,"RIC","VA",10800,"BUR","CA",10,
"UA","United Air Lines Inc.",14524,"RIC","VA",12264,"IAD","VA",10,
"UA","United Air Lines Inc.",14524,"RIC","VA",12266,"IAH","TX",10,
"UA","United Air Lines Inc.",14524,"RIC","VA",13342,"MKE","WI",10,
"UA","United Air Lines Inc.",14524,"RIC","VA",13930,"ORD","IL",10,
"UA","United Air Lines Inc.",14524,"RIC","VA",14321,"PWM","ME",10,
"UA","United Air Lines Inc.",14524,"RIC","VA",14683,"SAT","TX",10,
"UA","United Air Lines Inc.",14524,"RIC","VA",14771,"SFO","CA",10,
"UA","United Air Lines Inc.",14524,"RIC","VA",15016,"STL","MO",10,
"UA","United Air Lines Inc.",14570,"RNO","NV",10140,"ABQ","NM",10,
"UA","United Air Lines Inc.",14570,"RNO","NV",11003,"CID","IA",10,
"UA","United Air Lines Inc.",14570,"RNO","NV",11292,"DEN","CO",10,
"UA","United Air Lines Inc.",14570,"RNO","NV",13871,"OMA","NE",10,
"UA","United Air Lines Inc.",14576,"ROC","NY",11109,"COS","CO",10,
"UA","United Air Lines Inc.",14576,"ROC","NY",11292,"DEN","CO",10,
"UA","United Air Lines Inc.",14576,"ROC","NY",11986,"GRR","MI",10,
"UA","United Air Lines Inc.",14576,"ROC","NY",12264,"IAD","VA",10,
"UA","United Air Lines Inc.",14576,"ROC","NY",12892,"LAX","CA",10,
"UA","United Air Lines Inc.",14576,"ROC","NY",12954,"LGB","CA",10,
"UA","United Air Lines Inc.",14576,"ROC","NY",13871,"OMA","NE",10,
"UA","United Air Lines Inc.",14576,"ROC","NY",13930,"ORD","IL",10,
"UA","United Air Lines Inc.",14576,"ROC","NY",14635,"RSW","FL",10,
"UA","United Air Lines Inc.",14576,"ROC","NY",14869,"SLC","UT",10,
"UA","United Air Lines Inc.",14576,"ROC","NY",15304,"TPA","FL",10,
"UA","United Air Lines Inc.",14635,"RSW","FL",11292,"DEN","CO",10,
"UA","United Air Lines Inc.",14635,"RSW","FL",11618,"EWR","NJ",10,
"UA","United Air Lines Inc.",14635,"RSW","FL",13204,"MCO","FL",10,
"UA","United Air Lines Inc.",14635,"RSW","FL",13796,"OAK","CA",10,
"UA","United Air Lines Inc.",14635,"RSW","FL",13930,"ORD","IL",10,
"UA","United Air Lines Inc.",14635,"RSW","FL",14771,"SFO","CA",10,
"UA","United Air Lines Inc.",14679,"SAN","CA",10299,"ANC","AK",10,
"UA","United Air Lines Inc.",14679,"SAN","CA",10529,"BDL","CT",10,
"UA","United Air Lines Inc.",14679,"SAN","CA",10713,"BOI","ID",10,
"UA","United Air Lines Inc.",14679,"SAN","CA",10721,"BOS","MA",10,
"UA","United Air Lines Inc.",14679,"SAN","CA",11193,"CVG","KY",10,
"UA","United Air Lines Inc.",14679,"SAN","CA",11292,"DEN","CO",10,
"UA","United Air Lines Inc.",14679,"SAN","CA",11618,"EWR","NJ",10,
"UA","United Air Lines Inc.",14679,"SAN","CA",11630,"FAI","AK",10,
"UA","United Air Lines Inc.",14679,"SAN","CA",11884,"GEG","WA",10,
"UA","United Air Lines Inc.",14679,"SAN","CA",12264,"IAD","VA",10,
"UA","United Air Lines Inc.",14679,"SAN","CA",12478,"JFK","NY",10,
"UA","United Air Lines Inc.",14679,"SAN","CA",13198,"MCI","MO",10,
"UA","United Air Lines Inc.",14679,"SAN","CA",13487,"MSP","MN",10,
"UA","United Air Lines Inc.",14679,"SAN","CA",13891,"ONT","CA",10,
"UA","United Air Lines Inc.",14679,"SAN","CA",13930,"ORD","IL",10,
"UA","United Air Lines Inc.",14679,"SAN","CA",14057,"PDX","OR",10,
"UA","United Air Lines Inc.",14679,"SAN","CA",14100,"PHL","PA",10,
"UA","United Air Lines Inc.",14679,"SAN","CA",14492,"RDU","NC",10,
"UA","United Air Lines Inc.",14679,"SAN","CA",14747,"SEA","WA",10,
"UA","United Air Lines Inc.",14679,"SAN","CA",14771,"SFO","CA",10,
"UA","United Air Lines Inc.",14679,"SAN","CA",14869,"SLC","UT",10,
"UA","United Air Lines Inc.",14679,"SAN","CA",14893,"SMF","CA",10,
"UA","United Air Lines Inc.",14679,"SAN","CA",15016,"STL","MO",10,
"UA","United Air Lines Inc.",14683,"SAT","TX",10140,"ABQ","NM",10,
"UA","United Air Lines Inc.",14683,"SAT","TX",10397,"ATL","GA",10,
"UA","United Air Lines Inc.",14683,"SAT","TX",10792,"BUF","NY",10,
"UA","United Air Lines Inc.",14683,"SAT","TX",11292,"DEN","CO",10,
"UA","United Air Lines Inc.",14683,"SAT","TX",13296,"MHT","NH",10,
"UA","United Air Lines Inc.",14683,"SAT","TX",13930,"ORD","IL",10,
"UA","United Air Lines Inc.",14683,"SAT","TX",14570,"RNO","NV",10,
"UA","United Air Lines Inc.",14683,"SAT","TX",14893,"SMF","CA",10,
"UA","United Air Lines Inc.",14685,"SAV","GA",10721,"BOS","MA",10,
"UA","United Air Lines Inc.",14685,"SAV","GA",10792,"BUF","NY",10,
"UA","United Air Lines Inc.",14685,"SAV","GA",10994,"CHS","SC",10,
"UA","United Air Lines Inc.",14685,"SAV","GA",11292,"DEN","CO",10,
"UA","United Air Lines Inc.",14685,"SAV","GA",11298,"DFW","TX",10,
"UA","United Air Lines Inc.",14685,"SAV","GA",11433,"DTW","MI",10,
"UA","United Air Lines Inc.",14685,"SAV","GA",12264,"IAD","VA",10,
"UA","United Air Lines Inc.",14685,"SAV","GA",13930,"ORD","IL",10,
"UA","United Air Lines Inc.",14685,"SAV","GA",14100,"PHL","PA",10,
"UA","United Air Lines Inc.",14685,"SAV","GA",14321,"PWM","ME",10,
"UA","United Air Lines Inc.",14685,"SAV","GA",14771,"SFO","CA",10,
"UA","United Air Lines Inc.",14685,"SAV","GA",15376,"TUS","AZ",10,
"UA","United Air Lines Inc.",14689,"SBA","CA",11292,"DEN","CO",10,
"UA","United Air Lines Inc.",14689,"SBA","CA",12266,"IAH","TX",10,
"UA","United Air Lines Inc.",14689,"SBA","CA",13495,"MSY","LA",10,
"UA","United Air Lines Inc.",14689,"SBA","CA",14771,"SFO","CA",10,
"UA","United Air Lines Inc.",14689,"SBA","CA",15016,"STL","MO",10,
"UA","United Air Lines Inc.",14696,"SBN","IN",13244,"MEM","TN",10,
"UA","United Air Lines Inc.",14696,"SBN","IN",13930,"ORD","IL",10,
"UA","United Air Lines Inc.",14100,"PHL","PA",14771,"SFO","CA",11,
"UA","United Air Lines Inc.",14100,"PHL","PA",15370,"TUL","OK",11,
"UA","United Air Lines Inc.",14107,"PHX","AZ",10581,"BGR","ME",11,
"UA","United Air Lines Inc.",14107,"PHX","AZ",10713,"BOI","ID",11,
"UA","United Air Lines Inc.",14107,"PHX","AZ",10721,"BOS","MA",11,
"UA","United Air Lines Inc.",14107,"PHX","AZ",10821,"BWI","MD",11,
"UA","United Air Lines Inc.",14107,"PHX","AZ",11292,"DEN","CO",11,
"UA","United Air Lines Inc.",14107,"PHX","AZ",11618,"EWR","NJ",11,
"UA","United Air Lines Inc.",14107,"PHX","AZ",11637,"FAR","ND",11,
"UA","United Air Lines Inc.",14107,"PHX","AZ",11775,"FSD","SD",11,
